tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes,actor,actress,producer
tt3962848,Welcome to Leith,Welcome to Leith,2015,85,Documentary,"nm3607620,nm4248838","nm3607620,nm4248838",6.9,4641,,,"nm2909903,nm3117334,nm3607620,nm4248838"
tt3966404,Mustang,Mustang,2015,97,Drama,nm2197025,"nm2197025,nm1356951",7.6,42534,"nm3499207,nm2916919,nm4509417","nm7322143,nm7322144,nm7322145,nm2379003,nm7322146,nm2775648,nm1626081",nm0318570
tt3966544,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,97,"Adventure,Documentary",nm0974085,nm0974085,7.4,4741,,,"nm1154976,nm0974085"
tt3966942,The President,The President,2014,119,Drama,nm0538532,"nm0538532,nm0581863",7.3,1939,"nm1305012,nm1305012,nm1305012,nm7519102,nm7519102,nm8421742,nm0066675,nm8421743,nm4297920,nm8219469,nm0030721,nm10593858",nm2099014,"nm0236026,nm3737104,nm0538530,nm0853131"
tt3967856,Okja,Okja,2017,120,"Action,Adventure,Drama",nm0094435,"nm0094435,nm0740160",7.3,139988,"nm0200452,nm0350453,nm1322404,nm3081796,nm2175143,nm2989873","nm0842770,nm0842770,nm3673821,nm2934314,nm0376602","nm2127512,nm0306890,nm0094435,nm2531690"
tt3970482,Roger Waters: The Wall,Roger Waters: The Wall,2014,132,"Documentary,Music","nm6714903,nm0914166","nm6714903,nm0914166",8.5,5519,"nm4763157,nm1111296,nm1051686,nm0137187,nm6714904,nm1111494,nm2442696,nm6714906,nm6714907",,"nm0817897,nm0914166"
tt3970854,The Perfect Dictatorship,La dictadura perfecta,2014,143,"Comedy,Drama",nm0261840,"nm0261840,nm0760092",7.2,6590,"nm0017343,nm1270781,nm1370408,nm0070282,nm2533090,nm0513970,nm0198366,nm0761055,nm1593379",nm0623021,nm0261840
tt3971944,Goreyan Nu Daffa Karo,Goreyan Nu Daffa Karo,2014,134,Comedy,nm3870994,nm4179342,7.4,982,"nm3760302,nm3594367,nm1127958,nm2378766,nm3792384,nm1372094,nm5000286,nm0935288","nm4199026,nm7258464","nm3951868,nm6797663,nm5000286"
tt3973410,The Crow's Egg,Kaakkaa Muttai,2014,109,"Comedy,Drama",nm4359637,"nm8263638,nm4359637",8.3,9098,"nm6717591,nm7311942,nm5654687,nm6405548,nm1184326,nm6489058,nm4820944,nm1167656,nm5605460",nm5781594,"nm1333687,nm4274575"
tt3978720,4th Man Out,Fourth Man Out,2015,86,"Comedy,Drama",nm3300820,nm6721779,6.7,11329,"nm2875233,nm2208272,nm3432881,nm2516690,nm1965435,nm2973702","nm0281212,nm3220245,nm5637553,nm4883135","nm5316693,nm5303360,nm5300281"
tt3982254,Mad_e in Bangladesh,Mad_e in Bangladesh,2007,106,"Comedy,Drama",nm3618781,"nm3618781,nm2741956",8.2,2737,"nm1417645,nm3913843,nm2616518,nm1976341,nm4929660,nm6750604,nm6750604,nm1113670,nm1194086,nm6753464",nm2065314,
tt3982468,Sapthamashree Thaskaraha,Sapthamashree Thaskaraha,2014,148,"Comedy,Thriller",nm5956405,nm5956405,6.8,1790,"nm1335387,nm3981484,nm0893449,nm3397660,nm5584853,nm6697626,nm8255079,nm0558593","nm5583586,nm1720175","nm4195566,nm0007144,nm1335387"
tt3982482,Press 1 for Tamil,Tamiluku En Ondrai Aluthavum,2015,141,"Comedy,Sci-Fi,Thriller",nm6725347,nm6725347,7.0,1100,"nm1150216,nm5625923,nm3951906,nm1007581,nm7700946","nm3766840,nm3598615,nm0882219,nm7208501,nm7092198",nm7092199
tt3983266,Aanmodderfakker,Aanmodderfakker,2014,100,"Comedy,Romance",nm2146887,"nm2146887,nm3089303",6.7,2945,"nm1595737,nm0208985,nm6726189,nm6639016,nm0244033,nm4306824","nm6720702,nm4215274,nm3968542,nm3140041","nm0474233,nm1077598,nm0887508"
tt3983674,The Mask You Live In,The Mask You Live In,2015,97,"Documentary,News",nm1308076,"nm6838303,nm1256818,nm1308076",7.6,2886,,,"nm6726584,nm1256818,nm1308076"
tt3985970,God Is Close,Khoda Nazdik Ast,2007,90,Drama,nm2383872,nm2383872,6.8,621,"nm1954434,nm1185843,nm11424009,nm7416095","nm2145989,nm3350456,nm11462542",nm1992632
tt3986532,Tig,Tig,2015,95,"Biography,Documentary","nm1318972,nm1852285",nm0036496,7.4,2963,,,"nm0164290,nm1318972,nm2801211,nm1852285"
tt3995006,Banksy Does New York,Banksy Does New York,2014,79,Documentary,nm3139198,\N,7.2,2353,,,"nm3139198,nm2413697"
tt3995348,100 Days of Love,100 Days of Love,2015,153,"Comedy,Romance",nm6735379,"nm5410495,nm6735379,nm5410684",6.6,2833,"nm4921260,nm4921260,nm5465121,nm4028151,nm0898913,nm4383118,nm1335378,nm9990490,nm3065296,nm3065296","nm3383930,nm0695595",nm15685488
tt3995416,Dust Cloth,Toz Bezi,2015,99,Drama,nm4101864,nm4101864,6.6,1263,"nm1071288,nm2040571,nm7855874","nm3104126,nm0456400,nm2337249,nm0948012,nm1699639","nm4269794,nm4427409,nm4042656"
tt3996396,Yatra,Yatra,2018,127,"Biography,Drama,History","nm10641250,nm6836470","nm1597822,nm17758462,nm6836470,nm1335808,nm6701237",7.6,3985,"nm0007123,nm0045075,nm0621937,nm0451561,nm3559559,nm4204921,nm1488730","nm7850258,nm0007124,nm8992969","nm9216422,nm9958164,nm10641250,nm6701237"
tt4000670,Mifune: The Last Samurai,Mifune: The Last Samurai,2015,80,"Biography,Documentary",nm0645574,"nm1483213,nm0645574",7.2,1470,,,"nm2469237,nm2183344,nm0620457,nm0645574"
tt4003070,Diamond Dust,Turab el-Mas,2018,162,"Crime,Drama,Mystery",nm1441566,nm6211716,7.9,6425,"nm0444324,nm4937378,nm3193878,nm5848246,nm3649155,nm2316384","nm5527153,nm5527153,nm1475261,nm7199001,nm4012517",
tt4003440,The House That Jack Built,The House That Jack Built,2018,152,"Crime,Drama,Horror",nm0001885,"nm0001885,nm5008457",6.8,103474,"nm0000369,nm0004486,nm0001111,nm0571536,nm3377094,nm1968873","nm0000235,nm0266441,nm0344894,nm2142336",nm0895366
tt4005402,Colonia,Colonia,2015,110,"Biography,Drama,History",nm0302780,"nm6804048,nm0302780,nm0455780",7.0,59246,"nm0117709,nm0638824,nm1099188,nm0957178,nm0943487,nm7137109","nm0914612,nm0137028,nm3043279,nm3554873","nm0006791,nm0825350"
tt4008652,I Am Ali,I Am Ali,2014,111,"Biography,Documentary,Sport",nm5853230,nm5853230,7.2,4176,,,"nm2639385,nm2893323,nm5853230"
tt4008758,Black,Black,2015,95,"Action,Crime,Drama","nm4816401,nm4263190","nm1743348,nm4816401,nm4263190,nm0378681,nm3614609",7.0,4740,"nm7069285,nm7424966,nm7728397,nm7728395,nm7728398,nm7728400","nm1092489,nm6746117,nm7728396,nm7728401","nm0353012,nm0887690,nm3745432,nm2926994"
tt4009728,United Skates,United Skates,2018,89,Documentary,"nm4158417,nm3282920",nm3282920,7.2,691,,nm1778860,"nm4158417,nm3282920"
tt4010918,The Throne,Sado,2015,125,"Drama,History",nm1045937,"nm1435926,nm7768970,nm3099907",7.1,3437,"nm0814280,nm2584860,nm1059154,nm1139514,nm15594389,nm1234414","nm1371529,nm1390122,nm2246822,nm2987479","nm3099907,nm9461750"
tt4012424,The Movie of My Life,O Filme da Minha Vida,2017,113,Drama,nm0578080,"nm0578080,nm0805073,nm2834487",7.1,2189,"nm0001993,nm0578080,nm1895225,nm0805073,nm1596315","nm4343209,nm3932366,nm6283618,nm2777273,nm7686163",nm0996603
tt4012914,Paradise in Service,Jun zhong le yuan,2014,133,"Drama,History,Romance",nm0633080,"nm0633080,nm3030690",6.7,953,"nm2432722,nm1017762,nm3120588,nm0155439,nm6191307,nm0398970,nm0514961","nm5346530,nm2442121,nm4477868","nm0398971,nm3558214"
tt4015500,The Tale,The Tale,2018,114,"Biography,Drama,Mystery",nm2060706,nm2060706,7.2,21152,"nm0728762,nm0996669,nm1013218,nm0001334","nm0000368,nm4456120,nm5673357,nm0020751,nm0259074,nm0000995","nm0094197,nm2060706,nm1224078,nm1545197"
tt4016226,The Resurrection of Jake the Snake,The Resurrection of Jake the Snake,2015,93,"Biography,Documentary,Sport",nm3201804,\N,7.8,3460,"nm0225126,nm0356084",,
tt4016312,The Book of Vision,The Book of Vision,2020,99,"Drama,Mystery",nm1247445,"nm1247445,nm2317721",7.2,18087,"nm0001097,nm0345695,nm0631516,nm9059089,nm9059090,nm0212758,nm0702759","nm2551311,nm2551311,nm2347132,nm2523661","nm0068776,nm0217524,nm2523661,nm5921792"
tt4016934,The Handmaiden,Ah-ga-ssi,2016,145,"Drama,Romance,Thriller",nm0661791,"nm1258797,nm1941029,nm0661791",8.1,196302,"nm1978402,nm2437361,nm6771561","nm1195119,nm0600668,nm3892241,nm1079857,nm8621196,nm1390122,nm8621199",nm1367410
tt4016994,Why Me?,De ce eu?,2015,125,"Drama,Thriller",nm0321363,"nm0321363,nm7039922",7.5,2832,"nm5143535,nm0176040,nm0174457,nm3867695,nm4200408,nm7039915,nm4083423","nm2464980,nm7039916,nm4696598",nm2700344
tt4019426,Brotherhood of Blades,Xiu chun dao,2014,111,"Action,History",nm4772813,"nm4772018,nm4772813",6.6,3979,"nm0151654,nm3511805,nm1983064,nm0423084,nm2489423,nm12991787,nm8680817,nm0944497","nm3014806,nm3885908","nm3174375,nm4708179,nm6409642,nm1713280"
tt4019578,Rege,Rege,2014,111,"Crime,Drama,Thriller","nm6754527,nm12198532","nm6754527,nm3642592",7.5,567,"nm3874318,nm5732876,nm0348004,nm4951980,nm1018224,nm0430825,nm3001807,nm1239481","nm2192551,nm1548823",nm2165634
tt4020156,National Theatre Live: A Streetcar Named Desire,National Theatre Live: A Streetcar Named Desire,2014,180,Drama,"nm4970700,nm0926911",nm0931783,8.2,1324,"nm1024229,nm2590700,nm0004936,nm0311431,nm1246388,nm0424819","nm0000096,nm0123417,nm0137278,nm1279787",nm6063924
