tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0103932,Céline,Céline,1992,88,Drama,nm0109885,nm0109885,7.0,724
tt0103934,Cerní baroni,Cerní baroni,1992,99,Comedy,nm0802933,"nm0840894,nm0802933",7.6,822
tt0103935,Rebels of the Neon God,Qingshaonian Nuozha,1992,106,"Crime,Drama,Romance",nm0158857,nm0158857,7.5,6147
tt0103939,Chaplin,Chaplin,1992,143,"Biography,Comedy,Drama",nm0000277,"nm0732527,nm0000122,nm0370114,nm0101956,nm0285302,nm0001279",7.5,64969
tt0103943,The Butterfly Hunt,La chasse aux papillons,1992,115,"Comedy,Drama",nm0409646,nm0409646,7.0,644
tt0103945,Life According to Agfa,Ha-Chayim Al-Pi Agfa,1992,100,Drama,nm0206646,nm0206646,7.3,696
tt0103949,The Chekist,Chekist,1992,93,Drama,nm0737400,"nm0063133,nm0586928,nm4706553",7.0,1277
tt0103969,The Oak,Balanta,1992,105,"Comedy,Drama",nm0684596,"nm0047064,nm0684596",7.8,4204
tt0103971,The Child of Man,Cilveka berns,1992,98,"Comedy,Drama,Fantasy",nm0834168,"nm1058715,nm0834168",7.9,547
tt0103994,Like Water for Chocolate,Como agua para chocolate,1992,105,"Drama,Romance",nm0000778,nm0261294,7.1,20200
tt0104008,A Tale of Winter,Conte d'hiver,1992,114,"Drama,Romance",nm0006445,nm0006445,7.2,6836
tt0104012,Flight of the Innocent,La corsa dell'innocente,1992,105,"Adventure,Crime,Drama",nm0137363,"nm0137363,nm0741824",6.9,588
tt0104025,The Crisis,La crise,1992,95,"Comedy,Music",nm0785684,nm0785684,6.8,1750
tt0104028,The Black Bomber,Crni bombarder,1992,116,Drama,nm0048037,"nm0048037,nm0054720",7.8,3845
tt0104029,Cronos,Cronos,1992,94,"Drama,Fantasy,Horror",nm0868219,nm0868219,6.7,35720
tt0104036,The Crying Game,The Crying Game,1992,112,"Crime,Drama,Romance",nm0001403,nm0001403,7.2,62742
tt0104040,The Cutting Edge,The Cutting Edge,1992,101,"Comedy,Drama,Romance",nm0001274,nm0006904,6.9,24376
tt0104046,Daens,Daens,1992,138,"Biography,Drama,History",nm0174659,"nm0042684,nm0095468,nm0156686,nm0174659,nm0917917",7.5,4541
tt0104054,Dark Horse,Dark Horse,1992,98,"Drama,Family",nm0376101,"nm0002147,nm0533781",6.9,933
tt0104057,Daughters of the Dust,Daughters of the Dust,1991,113,"Drama,History,Romance",nm0201969,nm0201969,6.6,3698
tt0104070,Death Becomes Her,Death Becomes Her,1992,104,"Comedy,Fantasy,Horror",nm0000709,"nm0233026,nm0462895",6.7,148047
tt0104073,Deep Cover,Deep Cover,1992,107,"Action,Crime,Thriller",nm0004886,"nm0866062,nm0063785",7.0,16129
tt0104107,Diggstown,Diggstown,1992,98,"Drama,Sport",nm0006916,"nm0936377,nm0571072",6.9,8692
tt0104109,Dingo,Dingo,1991,109,"Drama,Music",nm0208854,nm0742270,6.8,514
tt0104181,Wuthering Heights,Wuthering Heights,1992,105,"Drama,History,Romance",nm0467225,"nm0111577,nm0222755",6.6,15206
tt0104231,Far and Away,Far and Away,1992,140,"Adventure,Drama,Romance",nm0000165,"nm0231190,nm0000165",6.6,71697
tt0104237,Damage,Damage,1992,111,"Drama,Romance",nm0001501,"nm0002376,nm0366375",6.7,22118
tt0104254,FernGully: The Last Rainforest,FernGully: The Last Rainforest,1992,76,"Adventure,Animation,Family",nm0472386,"nm0185084,nm0949479",6.6,36615
tt0104257,A Few Good Men,A Few Good Men,1992,138,"Drama,Thriller",nm0001661,nm0815070,7.7,309833
tt0104321,Gas Food Lodging,Gas Food Lodging,1992,101,"Drama,Romance",nm0025978,"nm0025978,nm0669708",6.6,4735
tt0104348,Glengarry Glen Ross,Glengarry Glen Ross,1992,100,"Crime,Drama,Mystery",nm0001226,nm0000519,7.6,124928
tt0104350,The Best Intentions,Den goda viljan,1992,182,"Biography,Drama,Romance",nm0000806,nm0000005,7.7,3702
tt0104389,The Hand That Rocks the Cradle,The Hand That Rocks the Cradle,1992,110,"Drama,Thriller",nm0000436,nm0798646,6.7,53799
tt0104427,Hoffa,Hoffa,1992,140,"Biography,Crime,Drama",nm0000362,nm0000519,6.6,25879
tt0104431,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,1992,120,"Adventure,Comedy,Crime",nm0001060,nm0000455,6.9,439576
tt0104454,Howards End,Howards End,1992,142,"Drama,Romance",nm0412465,"nm0286950,nm0695609",7.4,38117
tt0104466,Husbands and Wives,Husbands and Wives,1992,108,"Comedy,Drama,Romance",nm0000095,nm0000095,7.5,32635
tt0104467,Hyenas,Hyènes,1992,110,"Comedy,Drama",nm0228013,"nm0246959,nm0228013",7.4,1505
tt0104503,In the Soup,In the Soup,1992,96,"Comedy,Drama",nm0734319,"nm0593735,nm0734319",7.1,4844
tt0104504,Incident at Oglala,Incident at Oglala,1992,89,"Documentary,History",nm0000776,\N,7.6,1344
tt0104507,Indochine,Indochine,1992,160,"Drama,Romance,War",nm0912224,"nm0650699,nm0306627,nm0169267,nm0912224",7.0,11595
tt0104522,Into the West,Into the West,1992,97,"Adventure,Family,Fantasy",nm0001565,"nm0006487,nm0444096,nm0668982",7.0,3349
tt0104553,"All's Well, Ends Well",Ga yau hei si,1992,100,"Comedy,Romance",nm0170504,"nm2260417,nm0463674,nm0159584,nm0156557,nm0155610,nm0497758,nm0541190,nm1091742,nm1851679,nm8832995",7.2,2833
tt0104558,Supercop,Ging chaat goo si III: Chiu kup ging chaat,1992,91,"Action,Comedy,Crime",nm0867262,"nm0849282,nm0530853,nm0947177",7.0,26181
tt0104561,Jo Jeeta Wohi Sikandar,Jo Jeeta Wohi Sikandar,1992,174,"Comedy,Drama,Romance",nm0451257,"nm0403826,nm0451257",8.1,27127
tt0104573,Juice,Juice,1992,95,"Action,Crime,Drama",nm0225416,"nm0225416,nm0112911",7.0,32640
tt0104602,Kein Pardon,Kein Pardon,1993,97,Comedy,nm0449363,"nm0170144,nm0353343,nm0449363",7.2,2696
tt0104605,Khiladi,Khiladi,1992,157,"Action,Comedy,Musical","nm0122216,nm0122217","nm1104579,nm0451314,nm1031548",7.1,8866
tt0104607,Khuda Gawah,Khuda Gawah,1992,193,"Action,Adventure,Drama",nm0002172,"nm1538238,nm0765454",6.6,2358
tt0104652,Porco Rosso,Kurenai no buta,1992,94,"Adventure,Animation,Comedy",nm0594503,nm0594503,7.7,113438
tt0104658,L.627,L.627,1992,145,"Crime,Drama,Thriller",nm0851724,"nm0018875,nm0851724",7.2,2310
tt0104662,The Dark Side of the Heart,El lado oscuro del corazón,1992,127,"Comedy,Drama,Romance",nm0836949,"nm0070709,nm0312473,nm0320968,nm0836949",7.3,4332
tt0104663,The Stolen Children,Il ladro di bambini,1992,114,"Crime,Drama",nm0002167,"nm0002167,nm0677758,nm0750048,nm0147662",7.6,3057
tt0104684,Hard Boiled,Lat sau san taam,1992,128,"Action,Crime,Thriller",nm0000247,"nm0000247,nm0938944,nm0150906",7.7,57705
tt0104691,The Last of the Mohicans,The Last of the Mohicans,1992,112,"Action,Adventure,Drama",nm0000520,"nm0178126,nm0049721,nm0673585,nm0601086,nm0242897,nm0000520,nm0189610",7.6,202869
tt0104693,Laws of Gravity,Laws of Gravity,1992,100,"Crime,Drama",nm0327064,nm0327064,6.7,1301
tt0104694,A League of Their Own,A League of Their Own,1992,128,"Comedy,Drama,Sport",nm0001508,"nm0933718,nm0133676,nm0304665,nm0541632",7.4,128205
tt0104697,Leaving Normal,Leaving Normal,1992,110,"Comedy,Drama",nm0001880,nm0004412,6.6,1699
tt0104714,Lethal Weapon 3,Lethal Weapon 3,1992,118,"Action,Crime,Thriller",nm0001149,"nm0090151,nm0436543,nm0000948",6.7,186501
tt0104745,The Living End,The Living End,1992,81,"Comedy,Crime,Drama",nm0000777,nm0000777,6.6,4400
tt0104753,The Long Day Closes,The Long Day Closes,1992,85,"Biography,Drama",nm0203993,nm0203993,7.3,4362
tt0104756,Lorenzo's Oil,Lorenzo's Oil,1992,129,"Biography,Drama",nm0004306,"nm0004306,nm0258012",7.3,25226
tt0104770,Royal Tramp,Luk ding gei,1992,110,"Action,Comedy,Crime",nm0939147,"nm0939147,nm0149222",7.1,4511
tt0104771,Royal Tramp II,Luk ding gei II: San lung gaau,1992,98,"Action,Comedy,Crime",nm0939147,"nm0149222,nm0939147",7.0,3291
tt0104774,A Place in the World,Un lugar en el mundo,1992,120,Drama,nm0034899,"nm0034899,nm0496029,nm0754428",7.7,2969
tt0104779,Bitter Moon,Bitter Moon,1992,139,"Drama,Romance,Thriller",nm0000591,"nm0115685,nm0000591,nm0102722,nm0115224",7.2,45486
tt0104782,Leolo,Léolo,1992,107,"Comedy,Drama,Fantasy",nm0491682,nm0491682,7.4,7612
tt0104788,The Fencing Master,El maestro de esgrima,1992,88,"Drama,Fantasy,History",nm0646215,"nm0488613,nm0646215,nm0694932,nm0702416",6.7,837
tt0104797,Malcolm X,Malcolm X,1992,202,"Biography,Drama,History",nm0000490,"nm0674135,nm0000490,nm0355077,nm0944318",7.7,109091
tt0104798,Maledetto il giorno che t'ho incontrato,Maledetto il giorno che t'ho incontrato,1992,112,Comedy,nm0893872,"nm0893872,nm0545690",6.8,1887
tt0104810,Manufacturing Consent: Noam Chomsky and the Media,Manufacturing Consent: Noam Chomsky and the Media,1992,167,"Biography,Documentary,War","nm0009788,nm0936092",\N,8.1,5089
tt0104812,Map of the Human Heart,Map of the Human Heart,1992,109,"Adventure,Drama,Romance",nm0911910,"nm0637491,nm0911910",7.0,3552
tt0104815,El Mariachi,El mariachi,1992,81,"Action,Crime,Thriller",nm0001675,nm0001675,6.8,74150
tt0104860,We Are Not Angels,Mi nismo andjeli,1992,98,"Comedy,Fantasy,Romance",nm0236729,nm0236729,8.3,10007
tt0104868,The Mighty Ducks,The Mighty Ducks,1992,104,"Comedy,Drama,Family",nm0378893,nm0109359,6.6,75580
tt0104874,Minbo,Minbô no onna,1992,123,Comedy,nm0411631,nm0411631,7.4,1266
tt0104919,Travellers,Mosaferan,1992,90,Drama,nm0067323,nm0067323,7.4,1321
tt0104940,The Muppet Christmas Carol,The Muppet Christmas Carol,1992,85,"Comedy,Drama,Family",nm0005008,"nm0002042,nm0432075",7.8,77819
tt0104952,My Cousin Vinny,My Cousin Vinny,1992,120,"Comedy,Crime",nm0528718,nm0490958,7.6,154683
tt0104974,"Once Upon a Time, Cinema","Nassereddin Shah, Actor-e Cinema",1992,92,"Comedy,Drama,Fantasy",nm0538532,nm0538532,7.4,1294
tt0104990,Newsies,Newsies,1992,121,"Drama,Family,History",nm0650905,"nm0879318,nm0925276",6.9,23892
tt0105017,Noises Off...,Noises Off...,1992,101,Comedy,nm0000953,"nm0292450,nm0438320",7.4,13641
tt0105019,The Northerners,De noorderlingen,1992,108,"Comedy,Drama",nm0912334,"nm0912334,nm0147846",7.3,3553
tt0105032,Savage Nights,Les nuits fauves,1992,126,"Biography,Crime,Drama",nm0171664,"nm0171664,nm0276466",6.8,2562
tt0105046,Of Mice and Men,Of Mice and Men,1992,115,"Drama,Western",nm0000641,"nm0825705,nm0285210",7.4,50456
tt0105089,The Panama Deception,The Panama Deception,1992,91,"Documentary,History,War",nm0872134,nm0440722,7.5,1214
tt0105097,"Dearest Relatives, Poisonous Relations",Parenti serpenti,1992,105,Comedy,nm0598102,"nm0025251,nm0147599,nm0207401,nm0598102",7.3,2799
tt0105107,Passion Fish,Passion Fish,1992,135,Drama,nm0000626,nm0000626,7.3,6400
tt0105112,Patriot Games,Patriot Games,1992,117,"Action,Thriller",nm0637518,"nm0002007,nm0407717,nm0829329",6.9,126861
tt0105114,Highway Patrolman,El patrullero,1991,104,"Crime,Drama",nm0007182,nm0639681,7.1,1096
tt0105120,Pensavo fosse amore... invece era un calesse,Pensavo fosse amore... invece era un calesse,1991,113,"Comedy,Drama,Romance",nm0873385,"nm0667657,nm0873385",6.8,1477
tt0105130,Peter's Friends,Peter's Friends,1992,101,"Comedy,Drama,Romance",nm0000110,"nm0748852,nm0074918",7.0,12869
tt0105131,The Little Prince Said,Le petit prince a dit,1992,105,Drama,nm0664243,"nm0094286,nm0664243",6.9,504
tt0105137,Piano Piano Kid,Piano Piano Bacaksiz,1991,81,"Comedy,Drama,Family",nm0059633,"nm0059633,nm0880928,nm1379736",7.7,2386
tt0105151,The Player,The Player,1992,124,"Comedy,Crime,Drama",nm0000265,nm0866062,7.5,71005
tt0105159,The Power of One,The Power of One,1992,127,"Drama,Sport",nm0000814,"nm0183811,nm0436543",7.1,11292
tt0105185,Psy,Psy,1992,104,"Action,Crime,Drama",nm0664582,nm0664582,7.6,5956
tt0105188,Puerto Escondido,Puerto Escondido,1992,110,"Comedy,Crime",nm0759368,"nm0128052,nm0599291,nm0007746,nm0759368",6.6,1882
tt0105191,Pure Country,Pure Country,1992,112,"Drama,Music,Romance",nm0128883,nm0569120,7.1,5778
tt0105197,The Story of Qiu Ju,Qiu Ju da guan si,1992,100,"Comedy,Drama",nm0955443,"nm1089341,nm0514936",7.6,7094
tt0105208,Ram Ke Naam,Ram Ke Naam,1992,90,Documentary,nm0666674,nm0666674,8.8,1020
tt0105211,Radio Flyer,Radio Flyer,1992,114,Drama,"nm0001149,nm0262693",nm0262693,6.9,14981
tt0105226,Red Rock West,Red Rock West,1993,98,"Crime,Drama,Thriller",nm0001093,"nm0001093,nm0196967",7.0,27638
tt0105236,Reservoir Dogs,Reservoir Dogs,1992,99,"Crime,Thriller",nm0000233,"nm0000233,nm0000812",8.3,1154320
tt0105265,A River Runs Through It,A River Runs Through It,1992,123,Drama,nm0000602,"nm0533805,nm0295030",7.2,69845
tt0105271,Roja,Roja,1992,137,"Drama,Musical,Romance",nm0711745,nm0711745,8.1,14605
tt0105275,Romper Stomper,Romper Stomper,1992,94,"Crime,Drama,Thriller",nm0942408,nm0942408,6.8,43200
tt0105276,Roncsfilm,Roncsfilm,1992,89,"Comedy,Drama",nm0844226,"nm0344662,nm0844226,nm0844476",6.8,933
tt0105323,Scent of a Woman,Scent of a Woman,1992,156,Drama,nm0000976,"nm0037097,nm0325743,nm0531431,nm0728271",8.0,361646
tt0105327,School Ties,School Ties,1992,106,Drama,nm0541677,"nm0937725,nm0690431",6.9,28947
tt0105328,Schtonk,Schtonk,1992,115,"Comedy,Crime",nm0226200,"nm0226200,nm0510789,nm0617504,nm0297064",7.1,4402
tt0105378,Shadows and Fog,Shadows and Fog,1991,85,Comedy,nm0000095,nm0000095,6.7,18925
tt0105382,Dust of Angels,"Shao nian ye, an la!",1992,110,"Action,Crime,Drama",nm0398825,nm0398825,7.3,624
tt0105385,"Justice, My Foot!",Sam sei goon,1992,102,"Action,Comedy,Crime",nm0864775,nm0789966,6.8,3385
tt0105388,"Sumo Do, Sumo Don't",Shiko funjatta.,1992,105,"Comedy,Drama,Sport",nm0839397,nm0839397,7.1,1068
tt0105411,Simple Men,Simple Men,1992,105,"Crime,Drama,Romance",nm0001325,nm0001325,7.1,5049
tt0105415,Singles,Singles,1992,99,"Comedy,Drama,Music",nm0001081,nm0001081,6.8,34830
tt0105435,Sneakers,Sneakers,1992,126,"Comedy,Crime,Drama",nm0004675,"nm0004675,nm0489623,nm0662748",7.1,67076
tt0105438,Dream of Light,El sol del membrillo,1992,133,Biography,nm0258977,"nm0258977,nm0529840",7.6,2339
tt0105448,Le souper,Le souper,1992,90,"Drama,History",nm0596850,"nm0109972,nm0746073,nm0596850",7.4,684
tt0105450,South Central,South Central,1992,98,"Crime,Drama",nm0027465,"nm0027465,nm0048179",6.8,7287
tt0105488,Strictly Ballroom,Strictly Ballroom,1992,94,"Comedy,Drama,Music",nm0525303,"nm0525303,nm0100597,nm0668902",7.2,30611
tt0105508,Swoon,Swoon,1992,93,"Crime,Drama",nm0435788,"nm0435788,nm0022487",6.6,2049
tt0105511,Sunday's Children,Söndagsbarn,1992,118,"Adventure,Biography,Drama",nm0074757,nm0000005,6.9,938
tt0105531,Tango Argentino,Tango argentino,1992,91,"Drama,Music",nm0664607,nm0586235,7.2,945
tt0105534,Fight Back to School II,To hok wai lung 2,1992,106,"Action,Comedy,Crime",nm0150906,"nm0150906,nm0150977,nm0938944,nm0950699",6.6,3312
tt0105572,That Night,That Night,1992,89,"Drama,Romance",nm0093271,"nm0567489,nm0093271",6.6,3424
tt0105575,Thevar Magan,Thevar Magan,1992,145,"Action,Drama,Romance",nm0080245,nm0352032,8.7,8850
tt0105585,Thunderheart,Thunderheart,1992,119,"Crime,Mystery,Thriller",nm0000776,nm0299301,6.8,18967
tt0105599,Tirangaa,Tirangaa,1993,168,"Action,Drama,Thriller",nm0474837,nm0802143,6.8,2370
tt0105602,Tito and Me,Tito i ja,1992,104,"Comedy,Drama,Romance",nm0548648,nm0548648,8.0,6425
tt0105618,The Last Bolshevik,Le tombeau d'Alexandre,1993,120,"Biography,Documentary,History",nm0003408,nm0003408,7.8,761
tt0105619,The Heroic Trio,Dung fong sam hap,1993,88,"Action,Fantasy,Thriller",nm0864775,nm0789966,6.6,5170
tt0105652,Pushing Hands,Tui shou,1991,105,"Comedy,Drama",nm0000487,"nm0000487,nm0770005",7.2,5213
tt0105665,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me,1992,134,"Drama,Horror,Mystery",nm0000186,"nm0000186,nm0257306,nm0004111",7.3,116451
tt0105682,A Heart in Winter,Un coeur en hiver,1992,105,"Drama,Music,Romance",nm0767110,"nm0767110,nm0276466,nm0867374,nm0880606",7.6,11401
tt0105695,Unforgiven,Unforgiven,1992,130,"Drama,Western",nm0000142,nm0672459,8.2,462602
tt0105744,The Journey,El viaje,1992,150,"Adventure,Drama",nm0812625,nm0812625,7.1,890
tt0105750,The Bohemian Life,La vie de bohème,1992,103,"Comedy,Drama,Romance",nm0442454,"nm0613860,nm0442454",7.5,7057
tt0105761,Virgina,Virdzina,1991,101,Drama,nm0438906,"nm0438906,nm0547719",7.6,631
tt0105764,Visions of Light,Visions of Light,1992,92,"Documentary,History","nm0322083,nm0565342,nm0760523",nm0565342,7.7,3419
tt0105789,The Waterdance,The Waterdance,1992,106,"Comedy,Drama,Romance","nm0422791,nm0825790",nm0422791,6.8,4291
tt0105790,Waterland,Waterland,1992,95,"Drama,Mystery",nm0350455,"nm0808350,nm0697701",6.6,2593
tt0105791,"Wax, or the Discovery of Television Among the Bees","Wax, or the Discovery of Television Among the Bees",1991,85,"Drama,Sci-Fi",nm0086221,nm0086221,6.9,524
tt0105793,Wayne's World,Wayne's World,1992,94,"Comedy,Music",nm0790715,"nm0000196,nm0877425,nm0877901",7.0,180261
tt0105812,White Men Can't Jump,White Men Can't Jump,1992,115,"Comedy,Sport",nm0005421,nm0005421,6.8,103723
tt0105839,Once Upon a Time in China II,Wong Fei Hung II: Nam yee tung chi keung,1992,113,"Action,Adventure,Biography",nm0007139,"nm0150909,nm0848826,nm0007139",7.3,11220
tt0105846,Lee Rock II,Ng yee taam jeung: Lui Lok juen - Part II,1991,111,"Crime,Drama,Mystery",nm0013828,nm0151013,6.6,624
tt0105851,Full Contact,Hap do Ko Fei,1992,99,"Action,Crime,Thriller",nm0482681,nm0620609,7.1,5216
tt0105859,Dragon Inn,San lung moon hak chan,1992,88,"Action,Thriller","nm0498064,nm0155642,nm0007139","nm0848826,nm0372099,nm0007139",7.2,5175
tt0105884,The Penknife,Het zakmes,1991,90,"Drama,Family",nm0813786,nm0476708,6.8,1283
tt0105888,And Life Goes On,Zendegi va digar hich,1992,95,"Adventure,Drama",nm0452102,nm0452102,7.9,8759
tt0105919,"Dear Emma, Sweet Böbe","Édes Emma, drága Böbe - vázlatok, aktok",1992,90,"Drama,Romance",nm0843640,"nm0843640,nm0905004",7.1,706
tt0106204,Aankhen,Aankhen,1993,170,"Action,Comedy,Crime",nm0223522,nm0063357,6.8,2545
tt0106218,Ad Fundum,Ad Fundum,1993,98,Drama,nm0887452,nm0700605,6.7,1466
tt0106220,Addams Family Values,Addams Family Values,1993,94,"Comedy,Fantasy",nm0001756,"nm0011623,nm0397411",6.9,121509
tt0106226,The Age of Innocence,The Age of Innocence,1993,139,"Drama,Romance",nm0000217,"nm0923585,nm0168379,nm0000217",7.2,73193
tt0106246,Alive,Alive,1993,128,"Biography,Drama,Thriller",nm0550881,"nm0713872,nm0788234",7.1,68133
tt0106290,Anna ot 6 do 18,Anna ot 6 do 18,1994,100,"Biography,Documentary",nm0586482,"nm0586482,nm0592512",7.3,763
tt0106301,"The Tree, the Mayor and the Mediatheque","L'arbre, le maire et la médiathèque",1993,105,"Comedy,Drama",nm0006445,nm0006445,6.9,1859
tt0106305,The Red Squirrel,La ardilla roja,1993,114,"Comedy,Drama,Music",nm0575523,nm0575523,7.1,5089
tt0106307,Arizona Dream,Arizona Dream,1993,142,"Comedy,Drama,Fantasy",nm0001437,"nm0040575,nm0001437",7.2,47382
tt0106308,Army of Darkness,Army of Darkness,1992,81,"Comedy,Horror",nm0000600,"nm0000600,nm0706898",7.4,205943
tt0106330,From Karkheh to Rhein,Az Karkheh ta Rhein,1993,94,"Drama,War",nm0368690,nm0368690,7.1,3128
tt0106332,Farewell My Concubine,Ba wang bie ji,1993,171,"Drama,Music,Romance",nm0155280,"nm0497762,nm0523760",8.1,36183
tt0106333,Baazigar,Baazigar,1993,175,"Crime,Drama,Musical","nm0122216,nm0122217","nm0080327,nm0452021,nm0796503",7.6,31633
tt0106335,The Baby of Mâcon,The Baby of Mâcon,1993,122,"Drama,History",nm0000425,nm0000425,6.9,5335
tt0106339,Backbeat,Backbeat,1994,100,"Biography,Drama,Music",nm0812200,"nm0812200,nm0859241,nm0911853",6.7,6917
tt0106341,Bad Boy Bubby,Bad Boy Bubby,1993,114,"Comedy,Crime,Drama",nm0208854,nm0208854,7.3,15865
tt0106342,The Bride with White Hair,Bak fat moh lui zyun,1993,92,"Action,Fantasy,Romance",nm0950553,"nm1295635,nm0398871,nm0442983,nm0849283,nm0950553",6.8,4048
tt0106350,The Ballad of Little Jo,The Ballad of Little Jo,1993,121,"Drama,Romance,Western",nm0339245,nm0339245,6.7,1906
tt0106364,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,1993,76,"Action,Adventure,Animation","nm0022828,nm0456631,nm0667469,nm0722713,nm0705779,nm0863622","nm0122334,nm0227704,nm0664632,nm0714184,nm0004170,nm0277730",7.8,62283
tt0106387,Benny & Joon,Benny & Joon,1993,98,"Comedy,Drama,Romance",nm0154819,"nm0075727,nm0573905",7.1,64692
tt0106421,Black Jack: The Movie,Burakku jakku,1996,90,"Animation,Drama,Thriller",nm0223411,"nm0856804,nm0223411,nm0511665,nm0605231,nm0645477,nm0945618",6.7,1222
tt0106438,Blue,Blue,1993,79,"Biography,Drama",nm0418746,nm0418746,7.3,3117
tt0106458,Better Than Escape,Bolje od bekstva,1993,110,"Drama,Romance",nm0500867,"nm0468187,nm0500867",7.5,587
tt0106469,"Blood In, Blood Out",Bound by Honor,1993,180,"Biography,Crime,Drama",nm0000431,"nm0859469,nm0045180,nm0406228,nm0616152",7.9,37031
tt0106489,A Bronx Tale,A Bronx Tale,1993,121,"Crime,Drama",nm0000134,nm0001590,7.8,179334
tt0106519,Carlito's Way,Carlito's Way,1993,144,"Crime,Drama,Thriller",nm0000361,"nm0868620,nm0462895",7.9,244484
tt0106534,The Earth's Most Beloved Son,Cel mai iubit dintre pamânteni,1993,138,Drama,nm0547616,"nm0547616,nm0695737",8.4,1973
tt0106535,The Cement Garden,The Cement Garden,1993,101,Drama,nm0001949,"nm0001949,nm0568605",7.0,5744
tt0106559,Green Snake,Ching se,1993,99,"Drama,Fantasy,Romance",nm0007139,"nm0497762,nm0007139",7.2,4123
tt0106573,Wild Target,Cible émouvante,1993,87,"Comedy,Crime,Drama",nm0759270,nm0759270,6.9,935
tt0106579,"Clean, Shaven","Clean, Shaven",1993,79,"Crime,Drama,Thriller",nm0449868,nm0449868,7.0,6381
tt0106611,Cool Runnings,Cool Runnings,1993,98,"Adventure,Comedy,Family",nm0005509,"nm0796848,nm0006916,nm0842476,nm0325271",7.0,120245
tt0106632,Kitchen with Apartment,Cuisine et dépendances,1993,94,"Comedy,Drama",nm0003974,"nm0045870,nm0418450,nm0003974",7.1,2149
tt0106637,The Curse of the Dragon,The Curse of the Dragon,1993,90,"Action,Biography,Documentary","nm0474166,nm0918518",nm2208560,6.9,1003
tt0106642,From the East,D'Est,1993,107,Documentary,nm0001901,nm0001901,7.2,1096
tt0106655,Damini,Damini,1993,175,"Crime,Drama",nm0764316,"nm1122442,nm0795651",7.8,4308
tt0106671,Darkness in Tallinn,Tallinn pimeduses,1993,99,"Comedy,Crime,Thriller",nm0433529,nm0464382,6.6,542
tt0106673,Dave,Dave,1993,110,"Comedy,Romance",nm0718645,nm0002657,6.9,59563
tt0106677,Dazed and Confused,Dazed and Confused,1993,103,Comedy,nm0000500,nm0000500,7.6,213442
tt0106693,The Inheritance or Fuckoffguysgoodday,Dedictví aneb Kurvahosigutntag,1992,120,Comedy,nm0161615,"nm0689990,nm0161615",7.6,2823
